canonical,forms,pos,doc_freq,mean_surprisal,examples,meaning,kind
garfield,garfield,прил.,1,18.800040245056152,Bro mogged so hard he became garfield,"стать ленивым, апатичным или безразличным, как персонаж Гарфилд",lat
кругом,кругом,нареч.,1,9.288678169250488,"В страшное время живет, кругом одни затупаны....",,ru_dict
кружка,кружке,сущ.,1,14.867697171866894,Меня одну смущает надпись Юкан на кружке..,,ru_dict
крутенек,крутенько,прил.,1,18.746377825737,"@LisaManobal-u6gв детской позиции? 
Только таким же хи-хик и крутенько будет общаться",,ru_dict
диск,диском,сущ.,1,42.299654483795166,У меня всегда у диском😢,,ru_dict
искренний,искреннейшим,прил.,1,21.881384015083313,Марко лапочка!) Искреннейшим образом возмутился!),,ru_dict
исключительный,исключительную,прил.,1,13.500380873680115,@obeme-i1z Вам показывают исключительную правду?,,ru_dict
жакет,жакете,сущ.,1,11.88525378704071,Нефор тот чел в чёрной жакете,,ru_dict
дюже,дюже,нареч.,1,11.480518817901611,Дюже потужно,,ru_dict
дядька,дядька,сущ.,1,11.483064591884613,"Мне 38. Дядька под 100кг. Сижу выясняю , читая кто такой шайлушай.",,ru_dict
задевать,задевает,глаг.,1,12.355050593614578,​@Алик-н3бЭто говорит о том что слово бог задевает многим их обезьяны чувствы,,ru_dict
жизненный,жизненной,прил.,1,14.035551071166992,Это слишком жизненной,,ru_dict
завершиться,завершился,глаг.,1,11.23687744140625,Кста 27 сезон завершился,,ru_dict
завестись,заведутся,глаг.,1,15.278954982757568,"Там заведутся комментарии ""оправдала велосипедки""",,ru_dict
завистник,завистники,сущ.,1,20.060940742492676,Завистники..,,ru_dict
зависть,зависти,сущ.,1,28.6830016374588,Сколько зависти...😂,,ru_dict
завоевать,завоевавших,глаг.,1,16.80793809890747,Вот только это все было и до иностранных названий завоевавших Мир,,ru_dict
завтрак,завтраками,сущ.,1,12.933394432067871,Завтраками все герои лечятся,,ru_dict
завысить,завысили,глаг.,1,14.826197147369385,Тунка тунка слииииишком завысили,,ru_dict
завышать,завышают,глаг.,1,12.676811218261719,тун тунга сильно завышают,,ru_dict
загадка,загадка,сущ.,1,12.098601698875427,"Тут не загадка, Степаном не дала назвать, потому что дочка )",,ru_dict
заглянуть,заглянула,глаг.,1,21.383084297180176,@АлексейФалалеев-ж9д  Оооо третья шляпа заглянула))),,ru_dict
загнутый,загнуто,прил.,1,14.497248649597168,Таа у Таси 9 пальцев загнуто,,ru_dict
загружаться,загружается,глаг.,1,13.055626034736633,Рил:моё терпение когда загружается приложения,,ru_dict
загрязнять,загрязняют,глаг.,1,17.51572585105896,@forry_so2 согласен бро просто загрязняют этим,,ru_dict
зад,зады,сущ.,1,35.542200803756714,Полыция зады😂,,ru_dict
hella,hella,нареч.,1,15.657692432403564,Kept hearing delulu as a term from girls then this popped up makes since hella nice,"очень, крайне, сильно",lat
задачка,задачкой,сущ.,1,20.658405780792236,Это когда 9 задачкой,,ru_dict
hogs,hogs,неясно,1,17.89507007598877,0:25  Mog Hogs,неясно,lat
естественно,естественно,нареч.,1,18.421030044555664,@Kiril4ik-m7l естественно,,ru_dict
дёрнуться,дернулся,глаг.,1,12.309484481811523,Я дернулся когда был скример😅,,ru_dict
дёшево,дешево,нареч.,1,11.207332611083984,Как то дешево взял. Добрый владелец.,,ru_dict
евгений,евгений,сущ.,1,9.628798484802246,Уевтыс Евгений не могу он тоже в:),,ru_dict
еврей,евреев,сущ.,1,12.986961364746094,​@КозырныйТуз-п4в а прмвидие евреев удваивается в отрицательеом спектре,,ru_dict
евро,евро,сущ.,1,12.430221557617188,Зачем евро удилй,,ru_dict
евровидение,евровидение,сущ.,1,11.80874439328909,Они выиграли евровидение заочно​@ostap_b1461,,ru_dict
европа,европа,сущ.,1,9.146449089050293,​@maristerial.4989К фашизму Европа лояльна,,ru_dict
европарламент,европарламента,сущ.,1,25.966822198592126,Кто после новости о реакции Европарламента😂 удачного дня,,ru_dict
египетский,египетская,прил.,1,14.101481199264526,Я думал бкдет египетская кошка,,ru_dict
hoes,hoes,сущ.,1,16.81065398454666,"Bro really took ""bros before hoes"" to a whole nother level💀","женщины, воспринимаемые как сексуальные объекты или несерьёзные партнёрши",lat
hod,hod,межд.,1,14.61135482788086,Ngl I am sratping that he is running 3 mph but hod head top though I will give u props for that,"выражение одобрения или поддержки, похожее на 'хорошо', 'круто' или 'респект'",lat
езда,езды,сущ.,1,15.919693946838379,готовится отметить 25-тие езды на горбу глубинного народа.,,ru_dict
ездить,ездим,глаг.,1,28.726425170898438,Ездим😌,,ru_dict
елец,елец,сущ.,1,20.370290756225586,это мы когда играем с моим знаком и с байом в перв это Влад елец,,ru_dict
елисей,елисея,сущ.,1,17.33206534385681,12: еда Елисея,,ru_dict
hittin,hittin,неясно,1,23.713339805603027,Fanumflation hittin errybody smh my head,неясно,lat
енот,енота,сущ.,1,12.504839897155762,кто обмен на лос комбинация приносит 60м скамеров лесом моя вип 1) места лос комбинация за крутого брейнрота могу дать енота не первый 2) могу еще дать хот спот на 12м  также моя вип,,ru_dict
ерке,ерке,сущ.,1,24.37449836730957,Это ерке,,ru_dict
левый,левый,прил.,1,11.589249610900879,"Тут левый монстр , там смесь больших существ , а справо какойто двух метровый качок у которого место рук банки и на голове голова лягушки",,ru_dict
левак,леваков,сущ.,1,18.231863021850586,"Сам придумал, сам возмутился, классика леваков.",,ru_dict
ваза,вазы,сущ.,1,15.6019926071167,Но хозяин вазы вдруг говорит мне: здравствуй доуг,,ru_dict
вак,вака,сущ.,1,17.722742080688477,Ла вака сатурно сатурнита😂,,ru_dict
валим,валим,сущ.,1,20.003814697265625,"Пацаны валим, тип про дома чик рассказывает",,ru_dict
валить,валил,глаг.,1,11.053465843200684,Я один в зп и чн химер ножом валил,,ru_dict
валун,валуны,сущ.,1,14.650941371917725,Валуны из террарии теперь в Донь старв.,,ru_dict
вальс,вальса,сущ.,1,20.94481134414673,Блять ты реально тупой? Ты целевая буквально вальса это за танец считается,,ru_dict
вар,вар,сущ.,1,10.57876968383789,хочу чтобы в вар тандер каморнике взводились об зенитки),,ru_dict
варвара,варвары,сущ.,1,12.436518181115389,0:45 0:54 Мы все Ноноки варвары когда смотрим не пропускаемую кантсцену,,ru_dict
kieron-tj,kieron-tj,неясно,1,62.825056076049805,,неясно,lat
варик,вариков,сущ.,1,28.658756971359253,тоху надо спасать без вариков😂,,ru_dict
варить,варить,глаг.,1,14.796063423156738,Как по мне варить телефон немного опасно когда акамулятор раздует,,ru_dict
вал,вал,сущ.,1,9.709315299987793,Я недавно сваравал вал 2 лос комбинасионес,,ru_dict
артиллерия,артиллерия,сущ.,1,11.409541606903076,60 млн в сек это уже тежелая артиллерия...,,ru_dict
дис,дис,сущ.,1,9.272536516189575,Дис ис май киндом кам дис ис май киндом ком...,,ru_dict
дискотека,дискотека,сущ.,1,10.496657624840736,Э ты что голубок да ладно запишем как внезапная дискотека,,ru_dict
клон,клонов,сущ.,1,10.735342860221863,Если Mrona съел 1000 клонов wyrum,,ru_dict
клуб,клубе,сущ.,1,14.634086608886719,Зато бабушка челит от внука на клубе и на виллы С бабими,,ru_dict
водолаз,водолазов,сущ.,1,18.36750841140747,@стандофер-н7я Вспомни Водолазов,,ru_dict
клубничка,клубничек,сущ.,1,23.12727403640747,Холии бам ты лучший счастья здоровья любви удачи успехов благополучия и в укради браинрот что на основе в настоящей карте у тебя было 2983646 клубничек слоников а то есть OG любим тебя,,ru_dict
бёрдо,бёрдо,сущ.,1,15.037435054779053,Бёрдо Милко,,ru_dict
ведьмин,ведьмина,сущ.,1,15.723372459411621,"В его нунчках одна ведьмина сестра мертва , крутая деталь",,ru_dict
веер,веером,сущ.,1,17.12671995162964,"Налог на сво, к осени ещё раз бензин подорожает и потом всё остальное веером",,ru_dict
везение,везение,сущ.,1,10.918813169002533,Там наверное было везение сервера,,ru_dict
kfc,kfc,сущ.,1,16.10879909992218,"Привет можно мою песню ""Rosplay не босс KFC""","ироничное обозначение ситуации, когда кто-то не соответствует ожиданиям или выглядит нелепо в каком-то контексте (отсылка к образу куртки KFC как символу неудачи или несоответствия)",lat
везунчик,везунчик,сущ.,1,9.717450972646475,Холи ты наверное самый настоящий везунчик в Укради брэйнрот и теперь я не знаю кто круче Холли бам или фиксай😅,,ru_dict
век,веков,сущ.,1,20.98146963119507,"Какой у вас бог, россияне убийцы и террористы в течение веков😅",,ru_dict
ватный,ватный,прил.,1,13.891204833984375,Ну так видео делал ватный идиот ),,ru_dict
ватник,ватник,сущ.,1,10.532940790057182,ТС прям эталонный ватник,,ru_dict
василиса,василису,сущ.,1,12.15576958656311,Если мужик закрыл Василису то у меня кажется пропадает доверие,,ru_dict
варёный,варенее,прил.,1,35.412827014923096,Это.   Варенее🎉,,ru_dict
быстренько,быстренько,нареч.,1,12.326128323872885,Тот самый фик сай когда закончил запись: быстренько быстренько быстренько!) за нииимии,,ru_dict
бытовой,бытовой,прил.,1,16.397470474243164,Когда ты бытовой инвалид,,ru_dict
бычок,бычок,сущ.,1,10.67188823223114,Ачитире сними 24 часа проверяем разные способы наказательства хочу медный бычок железная дева,,ru_dict
бэлла,бэлл,сущ.,1,10.448738098144531,"Бэлл Фаст - быстрый колокольчик получается , так ?",,ru_dict
клубничный,клубничный,прил.,1,10.439775943756104,Чё клубнику не съел чтобы слон клубничный вышел,,ru_dict
ким,ким,сущ.,1,10.738202095031738,Со вкусом Ким чи тоже бомба,,ru_dict
кина,кин,сущ.,1,12.399351119995117,Мой ник rip_you пж кин запрос я прим,,ru_dict
кинетический,кинетический,прил.,1,17.837189435958862,О это же кинетический дробовик из фри файер😅😮,,ru_dict
кино,кина,сущ.,1,12.579602241516113,Вот это куча кина,,ru_dict
кинуться,кинулся,глаг.,1,14.638374328613281,Батя в кинулся снюсом,,ru_dict
кирил,кирил,сущ.,1,21.723899364471436,Все было просто волшебно но фраза :сынок кирил!,,ru_dict
кирпич,кирпич,сущ.,1,11.311147689819336,Счёт за разбитый кирпич?,,ru_dict
godzilla,godzilla,сущ.,1,19.625017136335373,@ cap so big it could fit Godzilla 😂,"что-то очень большое, гигантских размеров",lat
киска,киске,сущ.,1,16.550185203552246,Коротко о попадания в киске,,ru_dict
китаянка,китаянка,сущ.,1,26.009307861328125,Украинец Китаянка Русская. Идеальная компания,,ru_dict
клава,клавы,сущ.,1,14.96753454208374,У Клавы новый кукол д😂,,ru_dict
кларк,кларк,сущ.,1,15.640187740325928,Тоха просто айзек кларк,,ru_dict
классность,классности,сущ.,1,21.886664390563965,От такой анимации слёзы классности льются,,ru_dict
globo,globo,неясно,1,10.058284044265747,Skibidi sigma pomni digital fortnite chamba free gigachad rizz omg floo xxx tentation hotmail lionel ronaldo junior mewing 3ro chiki ibai xocas ete sech golden nightmare toy puppet ohio ruben tuesta y,неясно,lat
клюка,клюк,сущ.,1,14.571543216705322,У гномика нога клюк,,ru_dict
gle,gle,сущ.,1,19.128422260284424,Мойщик разбил GLE coupe,Модель автомобиля Mercedes-Benz GLE Coupe,lat
клятва,клятвы,сущ.,1,14.883288621902466,Две противоположности с харизмой 20 встретились. Я ждал этого 4... нет 5000 лет! И стандартный абуз клятвы паладина. Люблю практикую повторяю,,ru_dict
кнопочный,кнопочного,прил.,1,18.702447414398193,У кнопочного телефона появился конкурент,,ru_dict
кнут,кнутом,сущ.,1,15.748534679412842,Ребчт кто не понял её кнутом воспитывают и на цепчх держут,,ru_dict
князь,князей,сущ.,1,10.840444564819336,Из князей в грязь,,ru_dict
князёк,князьки,сущ.,1,18.360637664794922,Тып похожа на Вику из князьки,,ru_dict
кобрин,кобрину,сущ.,1,19.494967460632324,Привет папе и Кобрину ☺,,ru_dict
коврик,коврик,сущ.,1,16.886701822280884,Ага коврик нормальный,,ru_dict
ковёр,ковёр,сущ.,1,14.082988739013672,Кто купит бреинрота Лос 67 230млн в сек на ковёр самолёт,,ru_dict
код,кодом,сущ.,1,18.536300659179688,оплатите кюр кодом?,,ru_dict
кодировка,кодировку,сущ.,1,11.131572723388672,Кодировку поправь,,ru_dict
кожаный,кожаные,прил.,1,13.964469909667969,Пока кожаные работают я кайфую,,ru_dict
козёл,козел,сущ.,1,15.081850171089172,"И гороскопу я не козел, хоть и травоядерный теледз😅",,ru_dict
койот,койоту,сущ.,1,20.832167625427246,@bittermanv притом выгода только койоту,,ru_dict
кока,коки,сущ.,1,15.633633613586426,Задница вроде ничего у Коки,,ru_dict
кокос,кокос,сущ.,1,10.608426928520203,Крокодило гармарараммарагарарамаран голубини кокос и ни капучино шимпанзини бомбардири тралалили мадинь динь динь Дун крокодила пэнисини бамбини утини,,ru_dict
клиренс,клиренса,сущ.,1,20.77961326390505,это плюс высокого Клиренса,,ru_dict
лаша,лаша,сущ.,1,33.035480976104736,Я тогда предлагаю её скинуть на 100 млн Лаша😅 перед 2 млрд 20 млн предлагаю скинуть это за телефон этот неразбиваемый,,ru_dict
knifes,knifes,сущ.,1,20.97414493560791,The new umax rizz add and the knifes are so much better keep using it,"ножи (множественное число от knife), вероятно, в переносном или шутливом смысле, например, как оружие или инструмент в играх или мемах",lat
брызги,брызги,сущ.,1,17.674630522727966,"Сквирт ето брызги,  только на английском",,ru_dict
брызнуть,брызнула,глаг.,1,20.27016592025757,Тот Самый Дольчи Милк Который она брызнула... 💀,,ru_dict
брюшко,брюшка,сущ.,1,17.265103340148926,"где фото доказательства, что скуф? фото брюшка нужно было выклвдывать",,ru_dict
бтр,бтр,сущ.,1,10.554940223693848,Бтр забел,,ru_dict
бук,бук,сущ.,1,13.69545841217041,Ты сказал бук гени цифры превратились в буквы как это логично😊,,ru_dict
булка,булками,сущ.,1,18.2581148147583,Он её булками раздавил,,ru_dict
булла,булл,сущ.,1,14.08037281036377,Пов тот самый ред Булл через 2года 700стоить будет,,ru_dict
бультерьер,бультерьер,сущ.,1,18.136516511440277,Не пизди. Ричард Гир бультерьер,,ru_dict
бумажка,бумажки,сущ.,1,10.5733060836792,На вб заказал эти бумажки?,,ru_dict
буррито,буррито,сущ.,1,16.478066593408585,Ну мне выпала 2 буррито на тако вторнике,,ru_dict
брутто,брутто,прил.,1,20.052316665649414,Последний это брутто гиалуто,,ru_dict
велеть,велел,глаг.,1,16.033729553222656,Ура велел без арбуза,,ru_dict
великанов,великанов,сущ.,1,10.231260776519775,Валера скуф против великанов,,ru_dict
вилка,вилке,сущ.,1,14.223267078399658,Я уже семь раз бывал драконика мелони я их получал на вилке своим каждый день когда играл 777,,ru_dict
вилла,виллы,сущ.,1,13.725287437438965,Зато бабушка челит от внука на клубе и на виллы С бабими,,ru_dict
вино,вина,сущ.,1,10.572589874267578,Ну он имел ввиду что вина все равно его когда сказал Я . Просто хороший чемтный парень понимает что виноват он,,ru_dict
винт,винта,сущ.,1,13.638820171356201,У б 29 4 винта,,ru_dict
винтовка,винтовки,сущ.,1,10.116546630859375,Магнат может убить самого николу теслу за 20 удары с винтовки,,ru_dict
вис,висе,глаг.,1,22.543859481811523,"Нет, свага присутствует это Марси висе",,ru_dict
виселица,виселицу,сущ.,1,15.184425830841064,И виселицу,,ru_dict
виски,виски,сущ.,1,10.08767032623291,Мне в виски отдает,,ru_dict
вить,вить,глаг.,1,14.523487329483032,А вить анатохич говорил что это конец,,ru_dict
витя,вити,сущ.,1,10.698182582855225,"@MicheOsh  не, реально, у Вити гипер лордоз по этому такой живот",,ru_dict
вич,вич,сущ.,1,13.818305015563965,Антохе ВИЧ тебя добавили в итальянские мемы,,ru_dict
бутон,бутон,сущ.,1,15.662723064422607,"Дамян ти си луд,кви са тези песни без бутон за спиране,Бог си!",,ru_dict
вдохновляться,вдохновлялся,глаг.,1,16.451030731201172,Понял откуда вдохновлялся создатель ждуна😂,,ru_dict
бродить,бродить,глаг.,1,9.593851089477539,Просто нехрен бродить где непо́падя...,,ru_dict
бром,бром,сущ.,1,15.532349586486816,Этот бром рот слабый Он молодой лёд лучший секретки секрет лучших городи,,ru_dict
брон,брон,сущ.,1,12.726175785064697,"И почему вообще, когда он съел банан? Там вышел. Бананита дол фенита. А хотя было сказано: там озвучка или что это, когда укради Брон рот, ты покупаешь Брон рота, вотка начинается с этого бренрота, та",,ru_dict
бухло,бухла,сущ.,1,18.894115924835205,Заканчивай пропаганду Бухла !!!,,ru_dict
бучин,бучина,сущ.,1,19.139405488967896,Бале нила ка бучина,,ru_dict
вафля,вафле,сущ.,1,18.122642993927002,И вафле это застафка,,ru_dict
ваха,вахи,сущ.,1,20.44663095474243,"""Коллекционные фигурки"" -- из Вахи же?",,ru_dict
вбить,вбил,глаг.,1,10.539942502975464,я пожалел что вбил это ...,,ru_dict
вброс,вброс,сущ.,1,18.143626738339663,Это вражеский вброс!!! Бомбомбини Гуссини и Бомбардиро Крокодило братья навеки,,ru_dict
ввернуть,ввернуть,глаг.,1,15.412418127059937,можеш пожалуста ввернуть видео с герисом без этих брейротов рейд мера и тд,,ru_dict
вдалеке,вдалеке,нареч.,1,16.608190536499023,Кокс как обычно где т вдалеке,,ru_dict
вдеть,вдень,глаг.,1,13.913377523422241,Рот заткни Што больше не попадала такий вдень твої відео,,ru_dict
вдох,вдох,сущ.,1,14.305041313171387,как говорят снайперы 1 вдох один выдох,,ru_dict
вдохновиться,вдохновился,глаг.,1,14.763118267059326,Не украл а вдохновился,,ru_dict
вдохновлять,вдохновляю,глаг.,1,13.582628726959229,Нет просто я вдохновляю спортом,,ru_dict
бритва,бритву,сущ.,1,16.738560676574707,Он типо бритву у снайпера из серии книг взял?,,ru_dict
бриг,бригу,сущ.,1,18.402045249938965,Скожите бригу про слова *сынок* я проста не понимаю поч весь ком С слова сынок такие 💀,,ru_dict
бухать,бухают,глаг.,1,9.8667893409729,Бухают ребята друзья,,ru_dict
бри,бри,сущ.,1,13.468697547912598,Зарецди мера бри бри бикус бикус дибус,,ru_dict
бросать,бросаешь,глаг.,1,14.52772331237793,Спасибо что бросаешь тяжелые,,ru_dict
бронхит,бронхит,сущ.,1,18.665220499038696,@rareball_egor бронхит,,ru_dict
браться,беретесь,глаг.,1,13.48952341079712,откуда вы нарколыги беретесь,,ru_dict
браун,браун,сущ.,1,15.244938850402832,Там редкий Браун был,,ru_dict
брачный,брачней,прил.,1,22.659029483795166,Пов мисли после первай брачней ночи🤣🤣,,ru_dict
kool,kool,прил.,1,16.330814838409424,Fanum be the fkn kool aid man,"очень крутой, классный, выдающийся",lat
бремя,бремени,сущ.,1,13.738373756408691,Наследник бремени безумино,,ru_dict
бренность,бренности,сущ.,1,17.913555145263672,Не говори это это бренности это издевается на Аллах,,ru_dict
kod,kod,неясно,1,13.540912628173828,Sybau get this iPad from this kod away,неясно,lat
брест,брест,сущ.,1,17.064075469970703,А мне нравится его ролики смотрят совсем это Брест ты Патрику,,ru_dict
клей,клей,сущ.,1,14.198599815368652,на втором написано бондо бонд т е. клей.,,ru_dict
клер,клера,сущ.,1,15.912420272827148,На уровне Джон Клера,,ru_dict
клеточка,клеточку,сущ.,1,14.567298650741577,"там он вроде пиздачь свой покажет, правда в клеточку...",,ru_dict
катя,катю,сущ.,1,9.713186204433441,Моли так похожи на Катю Голышова,,ru_dict
качественно,качественно,нареч.,1,11.331902027130127,"Нейросеть прям имбовый, так качественно, еще переход плавный",,ru_dict
качка,качка,сущ.,1,12.90648078918457,"А ведь ольбертовичу пришлось столко сил потрать чтобы снять это видео, ведь чтобы стать скуфом из качка это столко, сил надо потрать",,ru_dict
кашель,кашля,сущ.,1,9.230977058410645,я думаю что юто дед из-за кашля,,ru_dict
кашлять,кашлять,глаг.,1,16.35768449306488,Когда хочешь выдать базу самое главное сильно не кашлять.,,ru_dict
квадрат,квадратов,сущ.,1,13.309280157089233,"До свидания, меньше квадратов потеряешь там",,ru_dict
квартал,квартал,сущ.,1,16.398454666137695,Узнаю это же актёры квартал 95😂,,ru_dict
квас,кваса,сущ.,1,11.462052464485168,А если кратче ДБЛТИК диванный бизнесмен любитель танков и кваса,,ru_dict
кваша,кваша,сущ.,1,10.06383490562439,кваша мачи я за тя !!!! ты прелесть данат отправил!!!!?,,ru_dict
квн,квн,сущ.,1,15.563694477081299,Автор такую смехуятину снимает😂.Ему бы квн шоу вести и страну представлять,,ru_dict
кевин,кевина,сущ.,1,18.104631423950195,Он у кевина украл пегаса,,ru_dict
кек,кек,сущ.,1,17.427016258239746,Лол кек чебурек?),,ru_dict
кекс,кекс,сущ.,1,14.209014892578125,Ооо кекс девка,,ru_dict
кеннеди,кеннеди,сущ.,1,9.6451416015625,Это ж Леон Кеннеди из резидент ивел😂,,ru_dict
кеш,кеш,сущ.,1,14.142410278320312,Нармальные панты есть  бабло заработал красава  такой кеш памогбе многим стартонуть достойно адбить и заработать хватило базара нет красавы,,ru_dict
качаться,качаться,глаг.,1,14.327346801757812,"Так тини реально брокен чар, он качаться плотно начинает с 9 минуты после покупки пт и сабли, что и создант такой левел дифф",,ru_dict
каточек,каточку,сущ.,1,15.730563640594482,"""давай одну каточку сыграем"" удивело",,ru_dict
катарсис,катарсис,сущ.,1,28.64329767227173,Катарсис>>>>,,ru_dict
испытать,испытать,глаг.,1,21.44515299797058,Надо самому сначала испытать😂,,ru_dict
исследование,исследования,сущ.,1,12.544557571411133,Есть какие-та мета исследования качественные?),,ru_dict
истерика,истерики,сущ.,1,9.948882281780243,Марко ультует аки боженька) каждый раз до истерики))),,ru_dict
истерия,истерия,сущ.,1,13.905158519744873,это истерия,,ru_dict
истечь,истек,глаг.,1,14.73045539855957,брр истек патипум,,ru_dict
исход,исход,сущ.,1,12.865114688873291,Ты тупой!? Это литальный исход! Он бы не успел!,,ru_dict
ишь,ишь,межд.,1,16.44912624359131,"Конечно же gash ишь ||| Атитыре  Ты топ.нэ слуш,ай хей.эров и да сними. Как ты жар.ишь балерину капичину",,ru_dict
кабель,кабель,сущ.,1,13.610974311828613,"Похож, сука, вернее кабель )",,ru_dict
кавалер,кавалер,сущ.,1,14.361865043640137,кавалер,,ru_dict
gringo,gringo,сущ.,1,32.11671042442322,,"иностранный турист, обычно европеец или американец, часто с негативным или насмешливым оттенком",lat
каннибал,каннибал,сущ.,1,16.072947866283357,С радостью но руки не буду. Я пока не занимаюсь каннибал стикой,,ru_dict
канун,канун,сущ.,1,9.593528747558594,В канун трарареру трарара😂,,ru_dict
кивать,кивает,глаг.,1,16.567373275756836,Бедний папа сидит нехуя не понимает кивает типо что то понял,,ru_dict
gran,gran,сущ.,1,17.240929126739502,"Baby Gran, you can rizz any girl up","ласковое обращение к девушке, возможно, подчеркивающее ее привлекательность или уверенность в себе",lat
клинок,клинок,сущ.,1,18.773119926452637,єта кофта мне что то напоминает.. точно! аниме Клинок расекающий демонов) в первам сизоне Танжиро когда шол на отбор бил в похожем хаори ( я про принт и цвет ) кто смотрел признавайтесь?,,ru_dict
карцер,карцер,сущ.,1,17.10421085357666,@УралХалитов-ж2св карцер посадили что ещё,,ru_dict
касательная,касательной,сущ.,1,13.5675368309021,"По касательной пошла, круто!",,ru_dict
каста,каста,сущ.,1,14.945750713348389,Сбила анимацию каста,,ru_dict
кат,кат,сущ.,1,11.4605712890625,и кат сцену в 2 часа),,ru_dict
копаться,копался,глаг.,1,14.023454189300537,Я год копался кто сделал эту песню... Я сигма😏,,ru_dict
копейка,копейку,сущ.,1,15.311444163322449,1 копейку получил,,ru_dict
giga-chad,giga-chad,сущ.,1,29.26033115386963,giga-CHAD jaws Bro,"очень уверенный, сильный или успешный человек, вызывающий восхищение",lat
лайка,лайкою,сущ.,1,23.289135932922363,Я тебя очень много смотрю я лайкою кажде видимо почти Можеш мені кого та 1 дать,,ru_dict
лайм,лайм,сущ.,1,10.906796216964722,Кста я этот энергетик пробовал там еще есть айс поп блу стравбери и еще лайм,,ru_dict
лайна,лайн,сущ.,1,20.603110790252686,Причина удалять и некогда не скачивать лайн:,,ru_dict
лан,лан,сущ.,1,13.078481674194336,"Я бы просто пение Тохи оставил, но лан",,ru_dict
лапочка,лапочка,сущ.,1,23.33112907409668,Марко лапочка!) Искреннейшим образом возмутился!),,ru_dict
frigging,frigging,нареч.,1,19.23325824737549,boiiii ts so frigging tuff 67 diddy blud mustard only in ohio,"очень, крайне (усилительная частица)",lat
friggin,friggin,частица,1,20.19612407684326,dude this is friggin tuffff boiiii,"очень, крайне, чертовски (усилительная частица)",lat
лариса,лариса,сущ.,1,13.317207336425781,Это 6 часть лирили Лариса был в прошлых,,ru_dict
ларри,ларри,сущ.,1,11.693525850772858,Я одна вспомнила Ларри из Салли фейс?,,ru_dict
ларь,лари,сущ.,1,13.670942783355713,Мне одной кажется что он похож на лари из Sally face😂,,ru_dict
ласковый,ласковый,прил.,1,15.572701930999756,Не трогайте ласковый май его и сейчас поют а вот сигма бой сомневаюсь что завтра вспомнят хотя....,,ru_dict
картер,картер,сущ.,1,18.641833782196045,Вики Картер?,,ru_dict
кастрюля,кастрюлю,сущ.,1,14.913500785827637,Газан на Азербайджанскомом переводится как кастрюлю,,ru_dict
кап,капу,сущ.,1,13.154111862182617,Крутая песня го пчеловод капу капу капучино асасино,неясно,ru_dict
grammer,grammer,сущ.,1,18.478689670562744,​@Человек123-с6б U making urself look like U don't know grammer,"ошибка в написании слова 'grammar' (грамматика) на английском языке, часто используемая в интернет-общении",lat
капитан,капитана,сущ.,1,9.915704727172852,Что даш за капитана моби,,ru_dict
капсула,капсула,сущ.,1,12.246576756238937,0:04 стоп что на столе делает капсула из дронов?,,ru_dict
караван,караванов,сущ.,1,20.829206466674805,Я буду караванов есть,,ru_dict
кардинал,кардинал,сущ.,1,15.190124750137329,Жаль нельзя Отправить фотографию новый папа римский (пицца в кардинал одеждах) Пербатисто Пицабала,,ru_dict
кариес,кариес,сущ.,1,13.59559416770935,У Анатохича кариес,,ru_dict
карлик,карлик,сущ.,1,11.95456600189209,Это карлик работает,,ru_dict
каролина,каролина,сущ.,1,15.676513671875,Палелина каролина ти си много хубава,,ru_dict
картель,картелей,сущ.,1,15.578420639038086,Когда битва картелей 2?,,ru_dict
испытание,испытание,сущ.,1,15.185050010681152,Мой от первого испытание сломался,,ru_dict
испугать,испугал,глаг.,1,10.87795078754425,О Господи кого испугал 1 босс сюда 👇,,ru_dict
конфетный,конфетный,прил.,1,13.349832728505135,У губ твоих конфетный конфетный вкус,,ru_dict
кончиться,кончилось,глаг.,1,10.5092134475708,У гномика кончилось терпение,,ru_dict
конья,конья,сущ.,1,16.75079345703125,Тум тум тум тум  сахур  аномалии нькарьита Конья сахур ииии сарымня тум нбене сармнеа,,ru_dict
копа,коп,сущ.,1,9.711786270141602,Блин когда смотришь нового тумка он коп будто сдал кринжовие но старый тумка в кайф смотреть,,ru_dict
компас,компас,сущ.,1,9.031007647514343,"По мху определяют п звёздам ,короче компас",,ru_dict
коленка,коленки,сущ.,1,10.782697916030884,Я кажется без коленки осталась,,ru_dict
компания,компаний,сущ.,1,12.264901161193848,Пошутил в новой компаний,,ru_dict
комов,комовой,сущ.,1,20.91635036468506,Очень классная песня СиГМА бой я бой я стараюсь Солана боишься Комовой каждая девчонка хочет танцевать с тобой,,ru_dict
коллекционный,коллекционные,прил.,1,17.826387882232666,"""Коллекционные фигурки"" -- из Вахи же?",,ru_dict
колокольчик,колокольчик,сущ.,1,14.782084912993014,"Бэлл Фаст - быстрый колокольчик получается , так ?",,ru_dict
колонизация,колонизация,сущ.,1,14.632947444915771,Это колонизация,,ru_dict
колония,колонии,сущ.,1,9.969001770019531,сверхчеловек из колонии авторитетом выйдет?,,ru_dict
колхозный,колхозному,прил.,1,14.783860921859741,"по колхозному но работает, видео нереалистичные",,ru_dict
колыбель,колыбель,сущ.,1,16.89159458875656,Так-то колыбель блатной культуры эт Одесса,,ru_dict
коль,коль,союз,1,11.125214576721191,Ну коль нравится гниющим мозгом обладать,,ru_dict
