"word","forms","kind","pos","doc_freq","mean_surprisal","examples","verdict","meaning","pos_llm","origin","register","pos_llm_norm"
"расправиться","расправился","ru_dict","глаг.","1","13.3580641746521","​@ЕгорСептим Таких нету ствол бы расправился","","","","","",""
"расплатиться","расплатилась","ru_dict","глаг.","1","12.88780677318573","А меня одного смутило что она эпл пеем расплатилась хотя видео 2025 года?","","","","","",""
"расплакаться","расплакались","ru_dict","глаг.","1","22.996492385864258","Я не перестану расплакались все иза перевода","","","","","",""
"раскрыться","раскрылся","ru_dict","глаг.","1","18.77945327758789","ну да то что он сказал прошу на башке не раскрылся это Грин","","","","","",""
"прайс","прайсе","ru_dict","сущ.","1","15.466202735900879","Песня вайб особенно ты в прайсе и на тебе все внимание","","","","","",""
"практиковать","практикую","ru_dict","глаг.","1","11.179770708084106","Две противоположности с харизмой 20 встретились. Я ждал этого 4... нет 5000 лет! И стандартный абуз клятвы паладина. Люблю практикую повторяю","","","","","",""
"превосходно","превосходно","ru_dict","нареч.","1","23.275716304779053","Это превосходно😂","","","","","",""
"превосходство","превосходства","ru_dict","сущ.","1","18.450053691864014","0:56 идеально страх и потеря времени класс 👍 превосходства","","","","","",""
"превью","превью","ru_dict","сущ.","1","9.22602367401123","Превью видео имба","","","","","",""
"предатель","предателя","ru_dict","сущ.","1","12.04884934425354","Я также бегу от предателя в амонг ас до стола в столовой где кнопка","","","","","",""
"предательство","предательство","ru_dict","сущ.","1","14.6136474609375","@АннаПрохорова-ф8й Спасибо за предательство Одесса, молодец.","","","","","",""
"предать","преданным","ru_dict","глаг.","1","16.249103546142578","Да вы гении наберите 60 тыс. Лайков Вас ещё преданным подписчиком называют","","","","","",""
"предвкушение","предвкушения","ru_dict","сущ.","1","12.383212327957153","0:55 - звуки предвкушения веселья>))))","","","","","",""
"предложить","предложила","ru_dict","глаг.","1","10.146318435668945","Господи она предложила если бы была бы реальная ситуация","","","","","",""
"предугадать","предугадал","ru_dict","глаг.","1","14.034668922424316","Я наверное впервые предугадал конец...","","","","","",""
"предупредить","предупредила","ru_dict","глаг.","1","15.886314868927002","Она же предупредила)","","","","","",""
"скрепной","скрепных","ru_dict","прил.","1","13.689982414245605","Скрепных ценностей наверное в фильме нету😂","","","","","",""
"blushed","blushed","lat","глаг.","1","14.330754101276398","Nah that w rizz she blushed though😂","review","зарумяниться, покраснеть от смущения или стеснения","глагол","английское слово (от 'to blush')","мем/сленг","глаг."
"сорвать","сорвал","ru_dict","глаг.","1","10.750456809997559","Голос сорвал от смеха","","","","","",""
"сорный","сорной","ru_dict","прил.","1","19.245394706726074","Они не просто зовидую они завидуют сорной зависьтью","","","","","",""
"сорок","сорок","ru_dict","числит.","1","13.220650672912598","в России хотят запретить - сорок сороков уже донос накатали","","","","","",""
"сортир","сортире","ru_dict","сущ.","1","10.42596985399723","Это тот который обещал в сортире всех? А страдает население (","","","","","",""
"сосать","сосёт","ru_dict","глаг.","1","16.805075645446777","Даже горгород сосёт","","","","","",""
"сосед","соседей","ru_dict","сущ.","1","12.848238945007324","Чуть соседей не разбудил","","","","","",""
"соседство","соседству","ru_dict","сущ.","1","10.776877403259277","Это детский центр по соседству. Там всякое случается","","","","","",""
"соскочить","соскочил","ru_dict","глаг.","1","16.896183967590332","я тоже когда то находился под солями порицания,слава богам соскочил","","","","","",""
"состояние","состояний","ru_dict","сущ.","1","13.210999488830566","Тутор как находится в состояний потока:","","","","","",""
"состоять","состоишь","ru_dict","глаг.","1","15.63392174243927","Если только состоишь в хаусе","","","","","",""
"смелость","смелость","ru_dict","сущ.","1","12.299245834350586","За смелость плюс, но концепция мертворожденная","","","","","",""
"смачивание","смачивании","ru_dict","сущ.","1","12.996509179472923","Весь секрет этого том яма в хорошем смачивании горла)","","","","","",""
"смайлик","смайлика","ru_dict","сущ.","1","13.569233775138855","У меня такой же скин ну толивище в конце ребенка из капусты из смайлика","","","","","",""
"состязание","состязания","ru_dict","сущ.","1","13.03516948223114","Ждём состязания nokia3310 c realme75c","","","","","",""
"сопровождение","сопровождением","ru_dict","сущ.","1","11.243290901184082","Искала хороший саб с классной аудио сопровождением и нашла🫠😍","","","","","",""
"сказка","сказки","ru_dict","сущ.","1","10.569079637527466","@vk1990x это всё сказки!","","","","","",""
"соперница","соперниц","ru_dict","сущ.","1","13.90208351612091","​@Оксана-у7ш2дна самом деле на видео приятная еще, подарки дарит комплименты делает, в реальности такие девушек за соперниц считают","","","","","",""
"спальня","спальни","ru_dict","сущ.","1","12.508872985839844","Сделай трек про спальни мира😊","","","","","",""
"спаривать","спаривает","ru_dict","глаг.","1","13.811601161956787","Спаривает","","","","","",""
"спасибочки","спасибочки","ru_dict","межд.","1","18.339797019958496","@Кто-то-ц9б  спасибочки большое","","","","","",""
"спереди","спереди","ru_dict","нареч.","1","12.769062042236328","Ну пикми ты спереди а если перевернуть?","","","","","",""
"союз","союз","ru_dict","сущ.","1","17.49903964996338","Новый политический союз😊","","","","","",""
"сосунок","сосунок","ru_dict","сущ.","1","15.276339530944824","Наоборот правильно, алах сосунок которого все остальные религии унижают, алах гей","","","","","",""
"состояться","состоялся","ru_dict","глаг.","1","13.447067260742188","Это во-первых состоялся меня первая тот самый магазин и жирные Гены и Барбоскины пройтись надо Гена","","","","","",""
"сома","сома","ru_dict","сущ.","1","13.826430320739746","похоже что она сома такая кринж😂","","","","","",""
"сомнительно","сомнительно","ru_dict","нареч.","1","15.542690753936768","Эта палка у меня была еще в 2019 , теперь пикми палка , сомнительно но окэй","","","","","",""
"сонник","сонник","ru_dict","сущ.","1","9.347468237082163","А можна с сонник шедоу метал сонник и сонник ехе","","","","","",""
"сообщество","сообщество","ru_dict","сущ.","1","11.381793975830078","А где сообщество","","","","","",""
"сообщить","сообщить","ru_dict","глаг.","1","13.25522232055664","Сказано сообщить разрабу","","","","","",""
"соответствовать","соответствует","ru_dict","глаг.","1","10.45726490020752","С этим словом соответствует только 2 и последнее","","","","","",""
"соперник","соперника","ru_dict","сущ.","1","11.598725318908691","Когда тивимен титан включил на телевизоре бой то сразу кулаком в этово соперника слабого","","","","","",""
"скай","скай","ru_dict","сущ.","1","9.802511215209961","Скай прям богатый","","","","","",""
"сильвин","сильвина","ru_dict","сущ.","1","19.524860382080078","Это звук или это Сильвина говорить...?","","","","","",""
"сеять","сеешь","ru_dict","глаг.","1","16.136533737182617","​@НиколайНинада ползаешь сеешь сомнения змий 😅","","","","","",""
"сигналить","сигналить","ru_dict","глаг.","1","12.360523045063019","Попрасила не сигналить все равно сигналы😂","","","","","",""
"сидеться","сидится","ru_dict","глаг.","1","10.00900250673294","А у меня появился коту опрос а то там нормально сидится сидит в круге как хочет сделать заживает","","","","","",""
"сие","сего","ru_dict","прил.","1","18.62381362915039","Разбитые экраны - это сего обои","","","","","",""
"силовик","силовики","ru_dict","сущ.","1","13.007979393005371","Не администрация хочет запретить а силовики","","","","","",""
"сирый","сир","ru_dict","прил.","1","16.809054851531982","Я знаю крокодил сир стоет 700м","","","","","",""
"силовой","силовых","ru_dict","прил.","1","27.23632526397705","Кроме силовых:)","","","","","",""
"broom","broom","lat","сущ.","1","30.30722999572754","","review","что-то плохое, неудачное, отвратительное; часто используется в контексте критики или разочарования","существительное (в роли междометия или определения)","английское слово 'broom' (метла), возможно, из-за ассоциации с чем-то грязным или выметаемым","мем/сленг","сущ."
"bron","bron","lat","неясно","1","12.118539333343506","The infected skibidi to bron cameraman:😃😐","review","неясно","неясно","неясно","мем/сленг","неясно"
"симпатичный","симпатичная","ru_dict","прил.","1","9.653430886566639","Какая симпатичная пикми😮😊","","","","","",""
"симпсон","симпсона","ru_dict","сущ.","1","10.260061286389828","Морис сделай песню пчеловод про Гомера Симпсона пж","","","","","",""
"синельников","синельникове","ru_dict","сущ.","1","18.84350937604904","Аж приедь в Синельникове 1 выступил там","","","","","",""
"сирена","сирена","ru_dict","сущ.","1","13.970660924911499","Я сирена головый ла ла ла ла..","","","","","",""
"сжигать","сжигает","ru_dict","глаг.","1","10.791131973266602","Пока инстосамка сжигает 5 к они ломают стекла за 30к😅","","","","","",""
"скакать","скачем","ru_dict","глаг.","1","18.55967342853546","Чому не скачем, хлопчакы ?","","","","","",""
"сечь","секу","ru_dict","глаг.","1","9.49763822555542","Ищу лос тралалеритос обычный дам орку золотую с мутацией катачино ньюанчино даёт 625 к в секу","","","","","",""
"скандал","скандала","ru_dict","сущ.","1","9.923327445983887","Без скандала с Ахён речи и быть не может","","","","","",""
"скаут","скаутов","ru_dict","сущ.","1","13.951824188232422","Ну первые камерамены появились в Америке а в россие давно уже везде песок и кучу скаутов то возможно не создадут","","","","","",""
"скафандр","скафандре","ru_dict","сущ.","1","12.388197138905525","слыш ты мелочь в скафандре бабло базутке гони❤","","","","","",""
"сияние","сияние","ru_dict","сущ.","1","14.93448257446289","1:36 отсылка на сияние","","","","","",""
"скидывать","скидывать","ru_dict","глаг.","1","15.571135997772217","Так он не умеет голосовой скидывать","","","","","",""
"склеить","склеить","ru_dict","глаг.","1","9.550476610660553","Он пытался склеить модель самолёта кремом?","","","","","",""
"сковать","скую","ru_dict","глаг.","1","18.95469903945923","Вообще то скую это потный 150 килограммовый танкист с банкой пиво","","","","","",""
"скок","скок","ru_dict","межд.","1","9.783791542053223","-скок раз ты пересмотрел -гарамарараран.. ||| Скок ты раз посмотрел видео : пацании я бабушка с пенсий прŒƏƁEL","","","","","",""
"скорбь","скорби","ru_dict","сущ.","1","13.891797542572021","Скорби и спомним😭","","","","","",""
"скорпион","скорпиона","ru_dict","сущ.","1","13.636353969573975","А сделайте скорпиона","","","","","",""
"скотч","скотч","ru_dict","сущ.","1","16.17580556869507","Божественный скотч не справится синя изолента","","","","","",""
"скп","скп","ru_dict","сущ.","1","16.14612627029419","Есть скп 067 и у него большой рот и кажеться СтЁ ОНь СкП","","","","","",""
"скелет","скелет","ru_dict","сущ.","1","12.36882209777832","пов: скелет наездник в реальной жизни","","","","","",""
"скреп","скрепы","ru_dict","сущ.","1","11.751079440116882","Это патриотизм задел скрепы","","","","","",""
"система","системой","ru_dict","сущ.","1","19.10117244720459","Плакали всей солнечной системой😭","","","","","",""
"сирия","сирии","ru_dict","сущ.","1","15.962688446044922","@Amir-ri2xe какая же? И з Сирии вышли давно, даже американцы из Афганистана вышли","","","","","",""
"сгладить","сгладили","ru_dict","глаг.","1","30.564357087016106","Горе и Тася сгладили....","","","","","",""
"сгинуть","сгинь","ru_dict","глаг.","1","10.422220379114151","Сгинь отсюда😬","","","","","",""
"mangoes","mangoes","lat","межд.","1","19.85211420059204","“edit: mom im famous!” syfm bro mangoes so tuff boi ong 😂","review","выражение удивления или восхищения, возможно, производное от 'mango' как символа чего-то необычного или крутого","междометие/фразеологизм","английский сленг (возможно, искажение 'mangos' как 'mangos' в значении 'круто')","мем/сленг","межд."
"tran","tran","lat","неясно","1","10.990172386169434","Skibidi toliet vs Tran in eater😂","review","неясно","неизвестно","неизвестно","мем/сленг","неясно"
"tylenol","tylenol","lat","сущ.","1","27.931728839874268","This caused so much brain rot I actually needed Tylenol","review","шутливое обозначение головной боли или состояния, вызванного умственным перенапряжением, скукой или скучным контентом","существительное","от названия лекарства Tylenol (ацетаминофен), используемого при головной боли","мем/сленг","сущ."
"mangos-","mangos-","lat","неясно","1","34.48650646209717","","review","неясно","неизвестно","неизвестно","неизвестно","неясно"
"tryhard","tryhard","lat","прил.","1","21.49634024500847","Me when i tryhard at football 😅","meme","пытаться слишком усердно, из кожи вон лезть, чтобы произвести впечатление или добиться результата","прилагательное/наречие/глагол (в зависимости от контекста)","английский сленг (try + hard)","мем/сленг","прил."
"mando","mando","lat","сущ.","1","16.332050800323486","Blud should be in a mando video😔","review","что-то связанное с видео, вероятно, в формате Мандо (Mando-style), возможно, пародийное или стилизованное под Мандо из 'Мандалорца'","существительное","от персонажа Мандо (Mando) из сериала 'Мандалорец' (The Mandalorian)","мем/сленг","сущ."
"tuffy","tuffy","lat","межд.","1","18.59017276763916","@jamariusTIO okej tuffy luffy","review","возможно, искаженное или шутливое произношение слова 'tough' (английского 'жесткий/крутой') в контексте мемов или интернет-культуры","междометие или прилагательное","английское 'tough' с искажением или адаптацией под русскоязычный мем-формат","мем/сленг","межд."
"mana","mana","lat","неясно","1","15.856714248657227","Di mana simpasinibananini","review","неясно","неясно","неясно","мем/сленг","неясно"
"ture","ture","lat","прил.","1","15.499510288238525","In teen wolf Scott macall is ture alpha is very rars","review","ошибочное написание слова 'true' (правдивый, настоящий) в значении 'настоящий, подлинный'","прилагательное","английское слово 'true' с ошибкой в написании","мем/сленг","прил."
"tv-women","tv-women","lat","сущ.","1","26.491487979888916","​neirosmeshariki_funодин, про TV-women :з ||| Заколебался переводить, но было интересно)) Топ дроп ___________________________________________________________ Все начинается с конца, каждый день вижу смерть от первого лица Каждый день продол","review","женщины, которые часто появляются на телевидении или в медиа, вероятно, в контексте ток-шоу или развлекательных программ","существительное","англицизм (TV + women)","мем/сленг","сущ."
"tweaking","tweaking","lat","глаг.","1","16.006149768829346","Will smith tweaking fr fr","review","находиться в возбужденном или неадекватном состоянии, часто под действием наркотиков или в состоянии аффекта","глагол","английский (tweaking — от tweak, «дергать», «настраивать», в сленге — «быть под кайфом»)","мем/сленг","глаг."
"twenties","twenties","lat","сущ.","1","10.196449637413025","@princeaceroyalebruh fanum davis and agent are in there late twenties","review","указание на возрастной диапазон от 20 до 29 лет","существительное","английское заимствование (от англ. *twenties*)","сленг","сущ."
"uhh","uhh","lat","межд.","1","9.727010726928711","Uhh your more like p Diddy😭","review","выражение замешательства, удивления или неловкости, часто с оттенком сарказма или преувеличения","междометие","английское междометие 'uhh' (вариант 'uh')","мем/сленг","межд."
"makin","makin","lat","глаг.","1","16.002860069274902","i swea dis man fanum be makin me so mad wit deez antics","review","делает, создает (от английского 'making')","глагол","английский сленг (сокращение от 'making')","мем/сленг","глаг."
"tsm","tsm","lat","сущ.","1","17.885223388671875","Poor tsm they are making sus","review","о ком-то, кто выглядит жалким или вызывающим жалость","существительное","аббревиатура от английского 'the same' (тот же самый) или 'too much' (слишком много), адаптированная в русскоязычный сленг","мем/сленг","сущ."
"twerking","twerking","lat","глаг.","1","25.12703275680542","Fr bro she twerking more","review","выделывать движения тазом в такт музыке, обычно в сексуальной манере","глагол","английский (от *twerk*)","мем/сленг","глаг."
"tuah","tuah","lat","неясно","1","17.55382776260376","5 Awh man i got Livy dunne Skibidi toitlet FreakOffs costco guys Talk tuah","meme","неясно","неясно","неясно","мем/сленг","неясно"
"сей","сей","ru_dict","прил.","1","10.456581115722656","Хочу увидеть куда приведет Паладинца сей путь ""не убийства""","","","","","",""
"spider-man","spider-man","lat","неясно","1","25.372498512268066","О а мне лось spider-man","review","неясно","неясно","неясно","неясно","неясно"
"spilt","spilt","lat","неясно","1","15.143548965454102","The spilt ate slay ice spice","review","неясно","неясно","неясно","мем/сленг","неясно"
"someones","someones","lat","мест.","1","10.886545062065125","","review","усиление значения 'чей-то', 'какой-то' в контексте неопределённости или сарказма; часто используется для подчёркивания чужой позиции или действий как нелепых/неуместных","местоимение (притяжательное)","англицизм (someone's) с адаптацией под русскую грамматику","мем/сленг","мест."
"spammer","spammer","lat","сущ.","1","27.31510829925537","@therealiceninja tackle spammer>>>","review","участник интернет-общения, который массово рассылает рекламу или мусорные сообщения","существительное","английское слово 'spammer' (от 'spam' — мусорные сообщения)","мем/сленг","сущ."
"mcqueen","mcqueen","lat","неясно","1","28.181817054748535","Bro fanum taxed quick as lighting mcqueen","review","неясно","неясно","неясно","неясно","неясно"
"mccall","mccall","lat","сущ.","1","26.002882480621338","the true alpha scott mccall","review","ироничное или преувеличенное обозначение человека как главного или доминирующего в какой-либо ситуации, часто с отсылкой к персонажу Скотту МакКоллу из сериала 'Волчонок'","существительное","отсылка к персонажу сериала 'Волчонок' (Teen Wolf), где Скотт МакКолл — альфа-волк","мем/сленг","сущ."
"speedrun","speedrun","lat","сущ.","1","17.4004545211792","Kai fr goin on a celebrity speedrun at this point 😂","review","быстро пройти что-то (обычно с насмешкой над тем, что человек делает что-то слишком быстро или бездумно).","существительное","английский (speedrun — быстрое прохождение игры)","мем/сленг","сущ."
"triad","triad","lat","сущ.","1","15.529437065124512","​@willh.4569 light triad is good too ngl","review","что-то хорошее, позитивное или достойное внимания","существительное","английское (от англ. *triad* — триада, тройка)","мем/сленг","сущ."
"spyder","spyder","lat","неясно","1","12.393041133880615","spyder sammy даеть секретки","review","неясно","неизвестно","неизвестно","неизвестно","неясно"
"squeaker","squeaker","lat","сущ.","1","23.71388053894043","Sybau lil squeaker","review","о ком-то или о чём-то, кто/что издаёт писк или скрип, возможно, маленький или неприятный объект/человек","существительное","английское заимствование (от squeak — пищать)","мем/сленг","сущ."
"squint","squint","lat","глаг.","1","17.444316864013672","Kids trying so hard to mew and squint lmaooo","review","прищуриться, сощуриться (часто с насмешкой или преувеличением)","глагол","английское слово (squint)","мем/сленг","глаг."
"sry","sry","lat","межд.","1","22.29805064201355","Im the 68th comment sry. No 67 comments","review","извинение за опоздание или за то, что комментарий не первый","междометие","английское сокращение от 'sorry'","мем/сленг","межд."
"starfire","starfire","lat","неясно","1","33.439894676208496","","review","неясно","неясно","неясно","неясно","неясно"
"trend-","trend-","lat","аффикс","1","18.505133628845215","I already hate the six seven trend-","review","часть слова, используемая для обозначения популярного тренда или явления, часто в контексте интернет-мемов или социальных тенденций","суффикс/часть сложного слова","английское слово 'trend' (тенденция, тренд)","мем/сленг","аффикс"
"mayhem","mayhem","lat","сущ.","1","23.729989528656006","Я Альтушка и я слушаю mayhem и Nirvana Люблю черный а вот в классе ношу даже рубашки черные","review","что-то, связанное с музыкой или настроением, возможно, название группы или жанра","существительное","английское (mayhem)","мем/сленг","сущ."
"subculture","subculture","lat","сущ.","1","20.674798995256424","Нормис Это не про меня даже тест подтвердил Я нефр из двух subculture индивид Kids и Кавай😊","review","субкультуры, неформальные молодежные течения","существительное","английское заимствование","мем/сленг","сущ."
"stil","stil","lat","нареч.","1","13.902003765106201","meowing milkmades is stil hellah sus","review","означает 'всё ещё', 'до сих пор' (от английского 'still')","наречие","английский (сленговое написание)","мем/сленг","нареч."
"stk","stk","lat","неясно","1","43.48048448562622","Холи идём играть Stk🤭","review","неясно","неясно","неясно","неясно","неясно"
"sto","sto","lat","межд.","1","16.956439971923828","​@ЕвгенийШнит-я9с bro why? Sto 67 please ||| Bro sto brainrot😭","review","выражение согласия, одобрения или удивления, часто в контексте мема или шутки; может означать 'стоп' как призыв к остановке или 'сто' как число 100 в контексте популярности/рейтинга","междометие/частица","сокращение от 'stop' (английский) или 'сто' (число), используемое в интернет-сленге","мем/сленг","межд."
"strat","strat","lat","сущ.","1","16.263866424560547","Oh o Ohio (Strat here) 👇","review","упоминание гитары Fender Stratocaster (модели гитары Стратокастер) как символа рока или гитарного мастерства","существительное","от названия модели гитары Fender Stratocaster","мем/сленг","сущ."
"maxing","maxing","lat","глаг.","1","19.17794704437256","Edge maxing to the rizz degree","review","достижение максимального уровня чего-либо, часто в контексте преувеличенных комплиментов или навыков","глагол","английский (от 'maxing' — достижение максимума)","мем/сленг","глаг."
"stretchers","stretchers","lat","сущ.","1","19.04969471693039","@yhthedogsyou guys are Gyatt stretchers","review","люди, которые преувеличивают или выдумывают что-то ради эффекта, например, ради реакции на контент в интернете.","существительное","от англ. *stretch* (растягивать, преувеличивать) + суффикс *-ers* (тот, кто делает)","мем/сленг","сущ."
"strife","strife","lat","сущ.","1","15.92529821395874","Dang, they even got cloud strife growing stubble and looksmaxxing.","review","состояние внутренней борьбы, напряжённости или конфликта, часто в контексте личных переживаний или соревнования","существительное","английское слово *strife* (борьба, конфликт)","мем/сленг","сущ."
"stubble","stubble","lat","сущ.","1","16.304207801818848","Dang, they even got cloud strife growing stubble and looksmaxxing.","review","растительность на лице, похожая на щетину или небритость, часто подчеркиваемая в контексте макиажа или ухода за внешностью","существительное","английское (stubble — щетина, небритость)","мем/сленг","сущ."
"bux","bux","lat","сущ.","1","15.771005630493164","Fuck that We can go rizz for rizz 19 bux for the Fortnite card","review","19 долларов США","существительное","английское сокращение от 'bucks' (доллары)","мем/сленг","сущ."
"сбивать","сбивают","ru_dict","глаг.","1","10.291995644569397","Таких жиночек в барделях полно . Цены все сбивают полькам😅","","","","","",""
"сверхъестественный","сверхъестественный","ru_dict","прил.","1","15.395371675491333","Как обычно нам подогнали сверхъестественный трек🎉","","","","","",""
"рыгота","рыгота","ru_dict","сущ.","1","19.363046407699585","Я являюсь здоровым и адекватным человеком. Который мимо проходит ваши альт нормис и прочая рыгота.","","","","","",""
"рында","рында","ru_dict","сущ.","1","20.249642848968506","Д рында надел 2 очки","","","","","",""
"рыться","роется","ru_dict","глаг.","1","16.973679065704346","Вы видели перевод крокодила , там роется про детей газы Иисуса и Аллаха","","","","","",""
"рэпер","рэпера","ru_dict","сущ.","1","12.898547857999802","52 пошло от русского рэпера.","","","","","",""
"рюмочка","рюмочки","ru_dict","сущ.","1","11.624112606048584","Рюмочки тоже имба","","","","","",""
"ряд","ряд","ru_dict","сущ.","1","11.149120330810547","Дада.И видео ряд из Марвела тоже подходит","","","","","",""
"саба","сабы","ru_dict","сущ.","1","16.812148094177246","в шортсах сабы","","","","","",""
"сабина","сабина","ru_dict","сущ.","1","12.686447143554688","Та самая наша Сабина","","","","","",""
"сабуровый","сабуров","ru_dict","прил.","1","15.705248400568962","Получился Нурлан сабуров","","","","","",""
"самурай","самурая","ru_dict","сущ.","1","16.14947748184204","У самурая нет цели","","","","","",""
"садик","садике","ru_dict","сущ.","1","11.356969624757767","​@YerasylQalymqul сигма в садике","","","","","",""
"сажать","сажать","ru_dict","глаг.","1","15.18090534210205","Ой аж двойное комбо таких сажать надо😊","","","","","",""
"сайт","сайта","ru_dict","сущ.","1","9.406519889831543","У меня нету приложение бинг даже сайта такого нет","","","","","",""
"сверхчеловек","сверхчеловек","ru_dict","сущ.","1","13.639198303222656","сверхчеловек из колонии авторитетом выйдет?","","","","","",""
"сведение","сведение","ru_dict","сущ.","1","9.667301177978516","сведение чуть другое","","","","","",""
"салфетка","салфетки","ru_dict","сущ.","1","12.389744758605957","Каждый раз гоняешь лысого не забудь салфетки артикул сами найдете","","","","","",""
"сап","сап","ru_dict","сущ.","1","9.431571960449219","ну так в сап чате надо было назначать кто же зум использует","","","","","",""
"сатана","сатана","ru_dict","сущ.","1","9.929902911186218","Делаю мьюинг бай бай со мной воюет сатана","","","","","",""
"сатура","сатур","ru_dict","сущ.","1","13.017610549926758","Сделай про лавака сатур сатурнито","","","","","",""
"cameramen","cameramen","lat","сущ.","1","43.127013206481934","","review","оскорбительное название операторов или людей, занимающихся видеосъемкой, с негативным оттенком","существительное","англицизм (от англ. cameramen)","мем/сленг/сниженное","сущ."
"саул","саул","ru_dict","сущ.","1","20.065287113189697","Тух тух саул","","","","","",""
"calisthenics","calisthenics","lat","сущ.","1","35.59439945220947","Gigachad because he has very perfect physique full athletic full bulky full Calisthenics full cuts","review","физическая подготовка с использованием собственного веса тела (например, подтягивания, отжимания), часто подразумевающая рельефную и атлетичную фигуру","существительное","английское (calisthenics)","мем/сленг","сущ."
"сани","сани","ru_dict","сущ.","1","13.150853633880615","зебойс 4 подождет. Пойду смотреть биографию сани","","","","","",""
"сбегать","сбегают","ru_dict","глаг.","1","13.04889965057373","Дети сбегают с подвала Тохи😂","","","","","",""
"caine","caine","lat","сущ.","1","17.484471321105957","Bro,caine went alpha mode ||| Nomal meow milk mades in English but polish Skibidi sigma die form cringe form Caine dead me😂 ||| Caine:meo yat skibidi sigma Toon:fbi open up!!!!!!","review","искаженное произношение слова 'кайф' (от англ. 'high' или 'cocaine') в контексте сильного возбуждения, экстаза или преувеличенного состояния","существительное/междометие","искажение англ. 'caine' как фонетическая имитация 'кайфа' или 'cocaine'","мем/сленг","сущ."
"сблизиться","сблизились","ru_dict","глаг.","1","18.11987543106079","Мне кажется мехрона м фрося слишком сблизились а с народ мехрона как враги кто согл","","","","","",""
"сборка","сборка","ru_dict","сущ.","1","9.254796743392944","Сборка нонока Варвара Раса-человек-стенсия Класс варвар пути тотемного зверя Черта:крепкий, наследник внешних планов","","","","","",""
"сбываться","сбывается","ru_dict","глаг.","1","13.906048893928528","теория мертвого интернета сбывается","","","","","",""
"cad","cad","lat","сущ.","1","11.047222137451172","That aint chad thats cad","review","оскорбительное обозначение мужчины, противопоставленного 'chad' (успешному, уверенному парню), вероятно, подразумевающее слабость, неудачливость или несоответствие стандартам мужественности","существительное","английский сленг (от 'cuck' + 'ad' или искажение 'crap')","мем/сленг","сущ."
"сваливать","сваливай","ru_dict","глаг.","1","18.0219087600708","​​@Алекс-к6д7вмладенец тебе не место тут Сваливай в детский сад","","","","","",""
"салли","салли","ru_dict","сущ.","1","10.174227714538574","Я одна вспомнила Ларри из Салли фейс?","","","","","",""
"tho-","tho-","lat","частица","1","42.16397476196289","Fr tho-💀","review","сокращение от 'though' (в значении 'всё же', 'всё-таки')","частица","английское 'though'","мем/сленг","частица"
"серенький","серенький","ru_dict","прил.","1","10.363816261291504","[Текст песни «Скибиди туалет»] Все начинается с конца Каждый день вижу смерть от первого лица Каждый день продолжается военный репортаж Новый день - новый персонаж Все идет задом наперед Сегод ||| Заколебался переводить, но было интересно)) Топ дроп ___________________________________________________________ Все начинается с конца, каждый день вижу смерть от первого лица Каждый день продол","","","","","",""
"серьга","серьги","ru_dict","сущ.","1","10.722600223496556","Мне тут интересны серьги","","","","","",""
"bru","bru","lat","сущ.","1","19.816511631011963","“hood my chains bru” like lil bro ur not tuff","review","обращение к младшему или младшему по статусу собеседнику, аналог 'брат' или 'чувак'","существительное","сокращение от английского 'brother'","сленг/мем","сущ."
"сера","сера","ru_dict","сущ.","1","17.356133460998535","Да ти сера фостата","","","","","",""
"света","светы","ru_dict","сущ.","1","14.579562306404114","Я после таблеток от Светы с второго подьезда","","","","","",""
"сегодняшний","сегодняшних","ru_dict","прил.","1","14.647676944732666","Нам показали детей в старости сегодняшних детей","","","","","",""
"свинина","свинину","ru_dict","сущ.","1","17.31588363647461","я зато свинину могу есть","","","","","",""
"свинка","свинкой","ru_dict","сущ.","1","17.94755506515503","Только олды помнят сигма крипер вместе сигма свинкой шли по полю нацепили алмазы по приколу","","","","","",""
"свиной","свиной","ru_dict","прил.","1","17.355880737304688","Крест надо свиной кровью еще везде нарисовать","","","","","",""
"свитер","свитеров","ru_dict","сущ.","1","23.2763352394104","кто помнит дачника когда он Данил свитеров в амонг асе лайк","","","","","",""
"свить","свитых","ru_dict","глаг.","1","16.11055898666382","Без камбека нет свитых","","","","","",""
"свищ","свищ","ru_dict","сущ.","1","17.654258251190186","Недавно свищ олед взял ломанный, годнота.","","","","","",""
"свободный","свободного","ru_dict","прил.","1","12.806615829467773","Это голоса свободного будущего❤","","","","","",""
"свойство","свойство","ru_dict","сущ.","1","9.905305862426758","А его свойство череэ 6 месяцев?","","","","","",""
"сволочь","сволочь","ru_dict","сущ.","1","11.699044346809387","​@МаринаЖовтоножкоНе Сво ---потому что не сволочь.","","","","","",""
"сердюк","сердюка","ru_dict","сущ.","1","19.273988246917725","Фсе про сердюка забыли!?","","","","","",""
"саманта","саманта","ru_dict","сущ.","1","17.861168384552002","В Германии вообще из Саманта строят. Это как раз говно и палки😂","","","","","",""
